education,urban,gender,engnat,age,hand,religion,orientation,race,voted,married,familysize,major,country,depression_total_score,anxiety_total_score,stress_total_score
2,3,2,2,21,2,4,5,60,2,1,4,,SK,42,35,42
4,1,1,1,50,1,6,1,60,1,2,5,Crisis intervention,US,40,41,43
2,3,2,1,29,1,1,1,60,1,1,1,,US,42,39,40
3,3,2,2,20,1,10,5,10,2,1,0,physio,MY,39,35,37
3,1,1,2,33,1,10,1,10,2,2,3,Civil engineering ,MY,18,14,19
3,3,2,2,14,2,4,2,10,2,1,3,Medicine,PH,54,56,54
3,2,2,2,34,1,10,1,70,1,1,7,Administration,MY,20,18,19
2,2,1,2,19,1,1,1,10,2,1,3,,MY,36,30,34
3,3,1,2,24,1,10,5,10,2,1,3,IT,MY,48,39,39
2,3,2,1,17,1,7,1,60,2,1,3,,US,34,36,36
2,3,2,1,17,1,1,2,60,2,1,1,,US,43,45,48
3,2,2,2,33,1,10,1,10,1,3,4,english,NONE,25,26,24
3,3,2,2,24,1,10,1,10,1,1,3,Political science ,MY,28,20,27
3,3,2,1,21,1,10,4,10,2,1,4,Accountantcy,MY,56,54,55
1,2,2,1,16,1,7,1,60,2,1,3,,US,45,41,43
3,2,2,2,19,3,10,5,10,2,1,3,Library Science,MY,39,34,32
4,3,1,2,29,1,8,1,10,2,2,3,Mechanical Engineering,IN,26,24,19
1,2,2,1,14,1,7,1,60,2,1,3,,US,31,26,33
1,1,2,1,16,2,1,4,60,2,1,2,,CA,43,48,47
3,3,2,2,31,1,10,1,10,1,2,3,Medicine,MY,24,26,28
3,1,2,2,21,1,10,2,10,2,1,6,Medical doctor,MY,20,21,21
1,2,2,1,14,1,7,2,60,2,1,3,,US,48,42,49
3,1,1,2,17,1,10,1,70,2,1,7,engineering,BN,29,23,31
3,1,2,2,21,1,10,5,70,2,1,6,biochemistry ,MY,26,22,21
1,1,2,1,15,1,4,1,60,2,1,0,,LT,48,52,54
3,3,2,2,23,1,10,5,10,1,1,4,Maths,MY,25,33,26
1,2,2,1,14,1,1,1,30,2,1,3,,CA,45,42,46
4,2,2,2,20,1,10,5,70,2,1,0,Counseling,MY,36,39,42
3,3,1,2,18,1,10,5,10,2,1,4,psychology,MY,21,28,29
3,1,1,2,21,1,10,2,10,2,1,3,Medical,MY,42,36,33
2,1,2,2,26,2,10,5,10,2,2,5,,MY,18,18,18
3,2,1,2,21,1,10,1,10,2,1,5,English,MY,30,30,35
3,1,2,1,39,1,7,1,60,2,1,2,Nursing ,US,26,21,28
4,2,1,1,42,1,4,1,60,1,2,2,Science,US,21,22,21
3,3,2,2,19,1,10,1,10,2,1,4,,MY,23,20,22
3,2,2,2,30,1,10,1,10,2,2,2,accounts,MY,27,21,25
3,1,2,2,21,1,10,2,10,2,1,4,Psychology,MY,28,18,21
3,1,2,1,21,1,10,1,10,2,1,5,Microbiology ,MY,37,36,32
3,3,2,1,58,2,12,2,60,1,3,2,Zoology,US,37,25,29
2,3,1,1,22,1,1,1,60,2,1,2,,GB,23,26,35
3,1,2,2,20,2,10,1,70,2,1,5,interior design,MY,33,34,33
3,1,1,2,23,1,1,1,60,1,1,2,veterinary ,TR,31,30,37
3,1,2,2,14,1,10,5,10,2,1,3,Psychology ,MY,48,44,49
3,1,2,2,19,1,10,1,10,2,1,2,Counselling ,MY,33,29,33
3,1,2,2,20,1,10,1,10,2,1,6,Computer science,MY,30,30,31
3,1,2,2,19,1,10,2,10,2,1,6,accounting,MY,33,28,33
3,2,2,1,22,2,10,4,10,2,1,3,Physiotherapy,MY,21,20,20
3,3,2,2,23,2,10,5,10,2,1,5,Business,MY,52,50,51
4,2,2,1,25,1,10,1,10,1,1,3,Civil engineering,MY,48,37,47
3,3,2,2,17,1,10,1,10,2,1,4,english,MY,22,21,23
3,1,2,1,13,2,4,1,60,2,1,2,law ,US,42,45,44
3,3,2,2,21,1,10,5,70,2,2,3,dentistry,MY,28,28,28
3,2,2,1,20,1,7,1,30,1,1,3,Neurobiology,US,31,37,32
3,2,2,1,20,1,7,1,60,1,1,3,Biology,US,43,44,46
3,3,2,2,22,1,10,1,10,2,1,3,Chemistry,MY,38,35,39
1,2,1,1,15,1,2,1,10,2,1,2,,US,28,32,38
3,2,2,2,23,1,12,2,60,1,1,2,Comminications,US,51,50,50
3,3,1,2,21,1,3,1,10,2,1,4,,MY,37,35,34
3,1,2,2,22,1,10,1,10,2,1,5,Marketing,MY,28,23,33
3,3,2,2,19,1,10,1,10,2,1,4,Arts,MY,45,40,42
3,3,2,1,51,1,1,1,60,2,3,2,BS in Psychology,CA,26,27,30
1,3,1,1,16,2,10,1,20,2,1,7,,US,20,21,20
3,2,2,2,20,1,10,1,10,2,1,2,english,MY,19,16,19
3,3,2,2,19,1,10,4,10,2,1,5,Counselling,MY,28,34,27
3,3,1,1,23,1,10,1,10,2,1,4,It,MY,18,19,21
1,2,2,1,13,1,4,1,10,2,1,1,,US,40,38,43
3,3,1,1,19,1,10,1,10,2,1,6,Computer Science,MY,44,41,53
3,2,2,1,19,1,1,1,70,2,1,2,Biomedical,US,40,31,38
3,2,1,2,35,1,10,4,10,1,1,4,civil,MY,24,25,22
4,3,2,1,55,1,1,1,60,1,3,3,Arts - And Accounting,AU,33,32,35
3,1,2,2,30,1,2,1,10,1,2,4,IT,MY,32,33,29
3,3,2,2,19,1,4,1,10,2,1,2,psychology,PH,27,28,32
1,2,1,2,15,1,4,1,60,2,1,2,,ES,33,27,33
3,2,2,1,20,1,7,1,70,2,1,4,Physical therapist ,US,39,34,41
3,1,2,2,24,1,10,2,70,1,1,4,secretary,MY,36,34,32
3,2,2,2,21,1,10,1,70,2,1,4,Radiography ,MY,31,35,32
3,3,2,1,14,1,2,1,60,2,1,1,engineering ,US,47,49,48
3,2,2,1,22,1,7,1,70,1,1,5,English ,US,30,25,28
2,3,2,1,29,1,7,1,60,2,2,2,,US,40,29,38
4,3,1,1,19,1,3,1,10,2,1,2,Mehchatronics Engineering ,MY,19,19,22
3,3,2,2,23,1,1,2,10,2,1,1,Advertising,MY,30,22,28
3,2,2,1,16,1,10,4,10,2,1,4,-,MY,40,30,37
3,3,2,1,34,1,1,1,60,2,2,2,Mental health,US,34,30,26
3,1,2,2,23,1,10,1,10,2,1,5,Tourism management,MY,35,42,38
3,2,2,2,28,1,10,1,10,1,1,4,engineering,MY,34,33,33
3,2,2,1,19,1,1,1,10,2,1,2,English,US,40,30,38
3,3,2,2,21,1,2,2,60,1,1,2,Foreign Languages and Literature,IT,51,49,46
3,2,2,1,17,1,10,2,10,2,1,4,psychology,MY,26,31,30
3,3,2,2,21,1,10,3,10,2,1,3,IT,MY,29,31,28
3,3,2,2,21,1,10,5,70,2,1,4,Business,MY,31,24,19
3,3,2,2,23,1,8,1,10,2,1,2,Mechanical Engineering,IN,46,40,47
1,1,2,1,16,1,6,2,70,2,1,2,,CA,42,40,42
1,1,1,1,17,1,2,1,60,2,1,2,,US,25,25,29
3,3,2,2,44,1,7,1,70,2,2,5,Economics,EG,35,34,35
3,2,2,1,48,0,1,1,60,2,1,3,Humanities,GB,38,40,44
3,3,2,2,18,2,10,5,10,2,1,3,Electrical engineering,MY,26,20,20
3,1,2,2,22,2,10,1,70,2,1,4,Chemical engineering technology,MY,43,37,39
3,2,2,2,22,1,10,1,10,2,1,5,religious,MY,41,34,35
4,1,1,2,20,1,10,1,10,1,1,3,Science computer,MY,36,34,35
3,1,2,2,33,1,10,2,10,2,2,4,technology,MY,33,26,30
4,1,2,2,36,1,10,1,10,1,1,5,Biochemistry,MY,21,22,24
3,2,2,2,20,1,10,5,10,2,1,3,Art & Design,MY,35,29,28
3,3,1,2,22,1,3,1,30,2,1,4,Psychology,UA,25,25,34
3,3,2,1,19,3,1,1,30,1,1,2,Film,US,39,36,39
1,3,2,2,14,1,1,5,70,2,1,2,,MX,18,14,16
3,2,1,2,24,1,10,1,70,1,1,3,Sports Science,NZ,26,24,23
3,1,2,2,36,1,10,1,10,1,2,4,Software engineering,MY,27,25,26
3,2,2,2,23,1,10,1,10,1,1,4,Administration,MY,31,30,29
4,2,3,2,23,1,10,1,10,1,1,4,GEOLOGY,MY,27,27,28
2,3,2,2,42,1,10,5,70,1,3,3,,MY,33,35,30
2,3,1,1,47,1,4,5,60,2,1,8,,GB,50,49,54
3,2,2,2,21,1,10,1,10,2,1,3,Psychology,MY,28,34,36
3,2,1,2,29,1,10,1,10,2,2,5,Medical ,MY,43,46,42
3,1,2,2,15,1,10,5,10,2,1,5,engineering,MY,41,35,42
2,2,2,1,19,1,12,2,60,2,1,3,,US,34,31,33
3,2,2,1,40,1,1,1,60,2,3,2,,US,28,24,27
3,1,2,1,41,1,5,1,60,1,2,5,Nutrition,US,26,22,22
2,1,1,2,24,1,10,1,10,2,1,9,,MY,30,29,30
1,3,2,2,15,1,10,1,70,2,1,1,,MY,29,24,28
3,3,2,2,17,1,10,5,20,2,1,2,Accounting,ID,37,35,37
3,3,1,2,20,1,10,1,10,2,1,6,Psychology/ counseling ,MY,22,19,20
1,3,2,2,16,1,7,5,70,2,1,4,,MY,37,39,36
2,1,2,1,20,1,10,1,10,2,1,3,,MY,21,25,28
2,1,2,1,33,1,7,1,60,2,3,2,,US,31,31,36
3,1,2,2,28,1,10,1,10,1,3,5,civil engineering,AU,35,35,45
3,1,2,2,21,1,10,5,10,2,1,3,ARCHITECTURE,MY,22,21,19
2,2,2,2,18,1,10,1,10,2,1,6,,MY,37,35,34
3,3,2,2,23,2,10,1,10,1,1,5,islamic finance,MY,52,50,54
2,4,2,1,20,1,1,2,60,1,1,2,,GB,38,40,33
3,1,2,2,16,1,10,5,10,2,1,6,psychology,MY,49,47,47
4,2,2,1,28,1,1,1,60,2,2,3,Clinical Psychology,AU,27,26,29
2,3,2,1,13,1,6,1,60,2,1,1,,GB,27,21,27
3,3,2,2,19,1,10,1,10,2,1,5,Multimedia ,MY,54,51,53
1,3,2,1,15,1,12,2,70,2,1,3,,US,26,22,27
4,3,2,2,24,1,10,1,10,1,1,3,Entrepreneurs,MY,34,35,36
3,2,2,2,24,2,10,2,10,1,1,4,Economics,MY,36,28,35
3,2,2,2,18,1,10,5,10,2,1,2,English Literature,ID,47,47,48
4,3,2,2,26,1,10,1,20,2,1,3,Psychology ,SA,20,19,20
3,1,2,1,22,1,10,5,10,2,1,7,Engineering,MY,47,39,43
3,3,2,2,28,1,10,1,10,2,1,4,Business,MY,41,40,36
4,1,2,2,28,1,7,5,10,1,2,5,Education,NONE,53,52,51
3,2,2,2,20,1,10,1,10,2,1,3,Bachelor of Nursing Science,MY,20,16,19
3,3,1,2,29,1,10,1,10,1,2,4,Graphic Design,MY,26,25,29
3,3,2,2,39,3,12,3,70,2,1,2,Music,AR,31,26,27
2,3,2,2,16,1,10,1,10,2,1,4,,MY,49,49,46
3,3,2,1,19,1,10,1,10,2,1,4,MANAGEMENT ,MY,39,35,34
3,2,1,2,22,1,10,1,70,2,1,3,Mechanical engineering,MY,22,18,24
2,2,2,1,18,1,4,4,60,2,1,3,,US,30,35,30
2,2,1,2,20,2,2,1,60,2,1,2,,FI,31,40,40
4,2,2,1,63,1,12,1,60,2,3,5,,CA,48,48,44
3,3,1,1,23,1,10,4,10,1,1,4,Internet Technology,NONE,30,26,26
3,1,2,2,20,1,6,1,70,2,1,4,Administration,MY,35,34,29
3,1,2,1,27,1,4,2,70,1,1,4,Sociology,US,22,20,22
3,3,2,2,20,1,10,5,10,0,1,5,English,MY,24,32,27
3,2,2,1,23,1,1,2,60,1,2,2,psychology,US,30,29,31
2,3,2,2,16,1,10,4,10,2,1,5,,MY,52,53,54
4,3,1,2,30,2,6,1,60,1,1,1,Engineering,US,22,27,23
2,3,2,1,16,1,12,2,70,2,1,0,,US,38,34,38
2,4,2,1,36,1,12,1,60,2,1,2,,US,23,30,26
3,1,2,2,19,1,10,5,10,2,1,5,Accounting,MY,25,24,29
2,1,1,1,42,1,2,1,60,1,2,1,,GB,31,28,30
3,3,2,2,19,1,10,1,10,2,1,2,Business administration ,MY,29,24,27
2,3,2,2,18,1,10,1,10,2,1,4,,MY,15,15,14
3,3,2,2,26,1,10,1,10,2,1,3,engineering,MY,36,32,39
3,3,2,2,23,1,10,1,10,2,1,3,Science ,MY,32,33,34
2,1,2,2,23,1,10,1,10,2,1,5,,MY,49,51,54
4,1,2,2,24,1,10,1,10,2,1,5,materials engineering,MY,28,28,25
3,3,1,2,28,2,2,1,70,1,1,2,Design,MX,20,22,23
2,2,2,1,20,1,12,2,30,1,1,1,,US,43,30,35
3,3,2,2,41,1,10,1,10,2,3,5,Office Management,MY,19,16,16
3,1,2,1,22,1,12,1,60,2,1,2,psychology,CA,18,17,17
3,3,2,2,22,1,10,1,10,2,1,4,English,MY,31,30,28
3,3,2,2,27,2,10,1,70,1,1,3,Information,MY,26,23,29
2,2,1,1,18,2,2,1,60,2,1,2,,GB,35,35,28
3,3,1,2,23,1,2,1,70,1,1,4,,MY,41,38,38
3,3,1,1,17,1,1,1,30,2,1,3,physics,US,51,54,54
4,2,1,2,24,1,10,1,10,1,1,2,literature,ID,30,25,29
1,3,3,1,14,1,2,3,60,2,1,4,,US,34,30,36
3,3,2,2,21,1,10,5,10,1,1,2,Civil engineering ,MY,21,29,32
3,2,2,2,23,1,10,1,10,1,1,5,Software engineering,MY,38,32,38
4,3,2,1,27,1,6,4,60,2,1,5,Library science,US,30,27,29
3,1,2,2,24,1,10,1,10,2,1,5,Environmental health,MY,40,39,42
3,1,2,2,23,1,10,2,10,1,1,4,Management,MY,30,29,39
3,3,2,1,21,1,10,1,10,2,1,7,Engineering,MY,39,30,35
2,2,2,1,15,1,2,5,60,2,1,2,,US,50,53,55
3,3,2,2,19,1,10,1,10,2,1,3,Mathematical Sciences,MY,33,28,26
3,2,1,1,21,1,10,4,70,2,1,3,quality engineering,MY,28,27,30
3,3,1,2,20,1,2,1,10,2,1,2,Las ,MY,45,40,46
2,3,2,1,43,1,12,1,60,1,3,2,,CA,21,23,19
3,1,2,2,24,1,10,1,10,1,1,9,arabic language and literature ,MY,36,38,43
3,2,2,2,32,1,1,1,10,2,2,3,Nuclear Physics ,US,20,18,17
1,2,2,1,17,1,4,1,60,2,1,3,,US,37,38,38
2,2,1,2,19,1,10,1,70,2,1,0,,MY,20,21,20
2,2,2,1,15,1,1,4,60,2,1,2,,US,40,45,40
3,4,2,2,27,1,10,1,10,1,1,6,Childhood education,MY,22,23,20
1,2,2,1,14,1,6,2,60,2,1,5,,US,35,34,40
3,3,2,2,23,1,10,1,10,2,1,4,Accounting,MY,51,49,50
3,1,2,1,24,1,10,1,10,0,1,4,Nursing,MY,26,17,19
3,3,2,1,18,1,10,1,10,2,1,2,,MY,35,38,37
3,2,1,2,20,1,1,1,60,1,1,3,Computer Science,DE,21,17,17
1,3,3,1,13,1,2,4,10,2,1,5,,CA,50,49,54
3,3,2,2,21,1,10,1,10,2,1,3,Business,MY,37,31,33
3,3,2,2,20,1,10,5,10,2,1,5,Insurance,MY,25,26,22
3,2,2,2,15,1,10,4,10,2,1,3,Psychology ,MY,36,34,33
3,3,2,2,22,1,10,1,10,2,1,4,Information Technology,MY,44,31,48
1,3,2,2,15,1,4,1,10,2,1,3,,PH,41,40,42
3,1,2,2,19,1,10,1,10,2,1,4,Communication ,ID,45,42,46
2,3,1,1,27,1,12,1,30,2,1,2,,US,19,19,22
2,3,2,2,17,1,2,3,60,2,1,2,,FI,39,38,39
3,1,1,2,18,1,10,1,10,2,1,5,science computer,MY,45,44,40
3,2,2,2,26,1,10,5,10,1,1,6,law,MY,34,30,35
3,3,2,2,19,2,10,5,10,2,1,6,management ,MY,23,19,22
3,3,2,1,19,1,7,1,60,2,1,4,Studio Art,US,33,26,28
3,2,2,2,18,1,10,5,10,2,1,2,Mechanical Engineer,MY,37,39,38
3,3,2,2,23,1,3,1,10,2,1,2,Biomedical Science,NZ,41,34,38
3,2,2,1,32,1,2,2,60,1,1,2,Psychology ,US,34,31,36
3,2,2,2,19,1,10,1,70,2,1,4,Chemical Engineering,MY,23,26,26
3,1,1,2,32,1,10,5,20,2,1,6,Psychology,TR,20,18,18
3,3,2,2,20,1,10,5,10,2,1,3,Art,MY,38,33,40
1,2,2,1,17,1,2,1,60,2,1,3,,AU,31,27,22
2,1,1,1,23,1,2,1,60,1,1,7,,CA,32,28,34
3,1,2,1,28,3,12,1,60,2,3,2,Engineering ,GB,38,30,33
3,1,2,1,29,1,12,2,60,1,3,5,Psychology,US,32,33,31
2,3,1,1,22,1,2,1,60,2,1,3,,US,49,43,51
3,2,2,2,30,1,10,1,10,2,2,6,Electrical and electronics engineering,MY,30,27,25
4,3,2,1,30,1,1,1,60,1,2,2,Accounting,US,26,21,26
3,3,1,1,23,1,7,3,60,1,1,2,Physics,ZA,40,38,42
2,1,1,2,26,1,10,5,10,2,1,2,,MY,32,38,43
3,3,1,1,42,1,7,2,70,1,2,3,Good,MY,20,16,20
4,3,2,2,41,0,10,1,10,1,3,10,Engineering,MY,33,22,25
2,3,2,2,18,1,10,1,10,2,1,2,,MY,56,55,55
2,2,1,1,17,2,2,1,60,2,1,2,,US,20,22,22
3,3,2,2,18,1,10,1,10,2,1,5,biology,MY,23,20,22
4,3,1,2,43,1,10,1,20,2,2,6,English,SA,20,18,19
3,3,2,2,18,2,10,4,10,2,1,4,database management,MY,37,36,44
2,2,2,1,40,1,12,1,60,2,1,3,,US,41,35,44
3,1,2,2,20,1,10,5,10,1,1,2,Computer Science,MY,50,47,55
4,3,2,2,23,1,10,5,10,2,1,3,biotechnology,MY,16,17,18
3,3,2,1,18,2,1,1,70,1,1,5,Astrophysics,US,38,35,36
3,2,1,2,20,1,10,2,10,2,1,5,nursing,MY,39,40,42
3,2,1,2,21,1,10,1,10,2,1,4,Human Resources,MY,21,21,17
3,3,2,1,20,1,10,1,10,2,1,3,Fashion,ID,30,30,32
3,3,2,2,23,1,12,1,60,2,1,2,art restoration and conservation,PL,33,30,39
4,1,2,2,25,1,10,1,10,2,1,5,Accountancy and taxation,MY,34,37,32
3,3,2,2,23,1,10,1,10,1,1,2,Business,MY,23,20,23
3,3,2,2,16,1,10,5,60,2,1,5,psychology,BN,21,18,22
3,2,2,2,30,1,10,1,10,1,2,5,biotechnology,MY,14,14,14
3,3,2,2,20,1,10,1,10,2,1,4,medicine,MY,29,24,28
3,3,2,2,24,1,10,1,70,2,1,3,Environmental engineering,BN,29,22,26
3,1,2,2,22,1,6,2,10,2,1,0,Business,ID,31,24,27
3,3,2,2,20,1,1,2,10,2,1,3,Arts,AU,16,15,14
2,1,1,1,17,1,2,4,60,2,1,4,,US,53,50,52
3,3,2,2,24,2,10,1,10,1,1,2,Veterinar,MY,24,27,27
3,1,2,2,28,1,10,5,10,1,1,5,Architecture ,MY,28,27,31
4,3,1,2,22,1,8,1,10,2,1,2,mechanical engineering,US,27,29,33
3,2,2,1,13,1,1,2,60,2,1,4,Phschology,US,40,42,47
1,2,1,1,17,2,7,1,60,2,1,3,,AU,21,16,17
4,3,2,2,22,1,4,1,10,1,1,4,Information Technology,PH,31,23,29
3,2,2,2,39,1,10,1,10,2,2,2,Business,MY,21,21,19
1,3,2,1,15,1,2,1,60,2,1,3,,AU,25,18,19
3,1,2,2,30,1,10,1,10,1,1,5,Geology,MY,14,14,15
3,2,2,2,23,1,10,1,10,2,1,5,,MY,18,14,18
3,3,2,2,19,1,10,2,10,2,1,9,Marketing,MY,32,26,28
3,2,2,2,21,2,2,1,70,2,1,3,Medicine,DK,26,29,20
1,2,2,1,17,1,2,2,60,2,1,2,,US,39,28,34
3,1,2,1,20,1,10,5,70,2,1,3,ACCA,GB,41,43,48
3,1,2,2,18,1,10,5,10,2,1,2,English,MY,33,31,32
1,1,2,2,16,1,10,1,10,2,1,4,,PH,52,48,54
4,1,1,1,20,1,10,2,10,2,2,3,Civil engineering ,MY,30,35,30
3,2,2,2,20,1,10,1,10,2,1,1,Manufacturing engineering,MY,35,30,33
3,3,1,2,25,1,10,1,10,1,1,4,IT,MY,25,24,19
3,2,1,2,38,1,10,1,10,2,2,4,,MY,37,33,32
3,3,2,2,19,1,10,1,10,2,1,5,Applied Science,MY,36,37,44
2,2,1,1,17,1,2,2,60,2,1,4,,US,33,30,37
2,3,2,1,16,1,1,5,70,2,1,3,,US,16,20,17
2,3,2,1,15,1,1,2,10,2,1,1,,SG,32,28,35
4,3,1,2,24,1,7,5,70,2,1,4,Safety and health,MY,47,33,37
3,3,2,2,19,1,10,4,10,2,1,3,Pharmacology,MY,35,29,33
2,2,1,1,20,1,7,1,60,1,1,3,,AU,36,32,42
2,2,2,2,32,2,1,1,60,1,1,2,,DE,32,27,30
4,3,2,2,30,1,10,1,10,1,2,3,Science,US,27,28,28
3,1,2,2,22,1,10,1,70,1,1,9,Economic ,MY,32,29,34
2,2,2,2,18,1,10,1,10,2,1,5,,MY,26,27,24
3,3,2,2,19,1,10,5,10,2,1,3,Accounting,MY,24,21,24
3,2,2,2,21,1,10,1,70,2,1,1,Architecture,MY,33,23,27
3,3,2,2,22,1,4,4,10,2,1,3,Culinary Art,MY,53,52,54
3,1,2,2,35,1,10,2,10,1,2,7,,MY,37,35,35
3,2,2,2,21,1,10,5,10,0,1,3,Built environment,MY,25,23,27
3,3,2,1,19,1,10,1,10,2,1,5,MBBS,MY,20,17,15
4,1,2,2,26,1,6,1,10,2,1,5,Engineering,US,26,25,33
3,1,2,2,20,1,10,3,10,2,1,5,English,MY,39,35,36
4,2,2,1,28,1,4,1,30,2,1,3,Nutrition ,TT,28,34,29
1,2,2,2,15,2,10,5,10,2,1,3,,MY,47,39,43
3,2,2,1,24,1,2,1,60,1,1,3,Biochemistry ,CZ,20,19,23
3,2,2,2,20,1,10,1,10,2,1,2,Writing,MY,45,41,37
3,2,1,2,21,1,10,1,10,2,1,5,Paramedic science,MY,16,16,15
3,1,2,2,21,1,4,1,10,2,1,6,Zoology,MY,43,38,46
2,3,2,1,14,1,7,5,10,2,1,3,,SG,39,30,31
1,2,2,1,16,1,2,2,60,2,1,3,,IE,29,32,31
3,3,2,2,25,2,10,1,10,2,1,3,Graphic Design,MY,42,46,47
3,2,2,2,25,1,10,1,10,1,1,7,Education,MY,30,25,30
3,2,2,2,33,1,10,1,10,1,1,3,Physics,MY,22,24,23
2,1,2,2,21,2,10,5,10,2,1,5,,MY,46,32,44
3,1,2,2,34,2,6,5,10,2,2,2,,SG,33,32,36
1,3,1,1,17,1,2,5,60,2,1,4,,US,30,36,39
3,2,1,2,24,1,3,5,10,1,1,3,Engineering,MY,31,27,26
3,1,2,2,23,1,10,5,10,2,1,6,Business Administration,MY,28,26,22
2,1,2,1,18,1,7,5,60,2,1,3,,US,48,45,50
2,2,2,2,16,1,2,2,60,2,1,2,,DE,29,27,24
3,2,2,1,18,1,2,5,10,2,1,2,Biology,US,34,37,38
3,2,2,2,18,1,10,5,10,2,1,1,,MY,24,23,21
4,3,2,2,31,1,10,5,10,1,1,5,Nursing,MY,16,16,17
4,2,2,2,26,2,10,1,10,2,1,2,Marketing,MY,36,32,26
3,3,2,1,16,2,7,3,60,2,1,1,Medicine ,US,31,19,20
3,3,2,2,23,1,10,5,10,2,1,5,Communication,MY,25,24,28
3,3,1,2,22,2,10,1,10,2,1,2,Actuarial Science,MY,42,47,41
4,3,2,2,29,1,1,1,60,1,1,1,pedagogy,PL,45,38,37
3,2,2,2,20,1,10,1,10,2,1,4,Bioprocess Technology,MY,30,24,25
3,3,2,2,20,1,10,1,10,2,1,4,Psychology,MY,40,39,40
4,1,2,2,27,1,10,2,10,1,1,4,Forestry,MY,36,32,38
3,3,2,2,21,1,10,1,10,1,1,3,Biology,PK,45,48,51
3,3,2,2,18,1,10,1,60,1,1,2,Law,DE,24,28,30
3,2,2,1,17,1,7,3,30,2,1,2,culinary,US,24,22,26
2,3,2,2,18,1,10,4,10,2,1,6,,MY,35,40,36
3,2,2,2,23,1,7,1,60,2,1,3,Pharmacy ,RS,19,16,18
2,4,2,1,17,1,10,5,10,2,1,3,,MY,52,50,54
4,1,2,2,24,1,10,2,10,2,1,6,quantity surveyor,MY,37,37,31
2,2,2,1,18,1,1,1,60,2,1,2,,US,25,24,25
3,1,2,1,22,1,10,1,10,2,1,4,Computer science,MY,34,31,35
3,1,2,2,24,1,10,1,10,2,1,5,Pharmacy,MY,37,36,34
2,3,2,1,20,1,1,2,70,1,1,1,,GB,51,47,45
3,3,2,2,24,1,10,1,10,1,1,2,Science,MY,44,38,40
3,3,2,2,19,1,1,1,60,2,1,2,Biochemistry,RU,33,30,32
3,1,1,2,18,1,10,5,10,2,1,5,Actuarial science,MY,14,17,18
3,3,2,1,21,1,2,1,70,2,1,2,Law,MY,41,34,35
3,2,2,1,35,1,2,1,60,2,1,1,Business Administration,US,43,40,42
2,1,2,2,14,1,10,1,10,2,1,4,,MY,40,36,38
4,3,2,1,24,1,10,4,70,1,1,5,Architecture,MY,23,25,30
4,3,2,2,25,1,10,1,10,1,1,4,BIOLOGY,MY,34,30,27
3,2,2,2,17,1,10,1,10,2,1,5,English,MY,51,47,51
3,3,2,2,25,1,10,5,10,2,1,3,Engineering,MY,25,21,25
4,3,2,2,30,2,10,1,10,1,2,5,No,MY,26,23,26
4,1,2,2,23,1,10,4,70,1,1,4,agrotech,MY,28,26,26
3,1,2,2,27,1,3,5,10,1,1,0,medical,MY,30,28,24
3,1,2,2,20,2,10,1,10,2,1,5,Office managenent,MY,20,20,19
2,3,2,1,24,1,10,1,10,2,1,4,,MY,55,51,53
3,1,2,1,23,1,7,1,60,2,1,2,Graphic design ,US,31,33,36
3,1,2,1,22,1,10,1,10,2,1,4,Multimedia,MY,33,30,31
2,2,2,1,15,1,2,1,60,2,1,3,,CA,46,49,50
3,2,2,2,17,1,10,5,10,2,1,3,Accounting ,TR,23,26,30
4,3,2,2,24,1,10,2,10,2,1,6,English,MY,23,30,26
3,1,1,1,21,1,12,1,60,2,1,2,Environmental,GB,36,34,39
2,3,1,1,18,2,4,4,10,2,1,4,,MY,51,44,46
3,2,1,2,20,1,10,1,10,2,1,10,Mechanical engineering,MY,39,35,37
3,2,1,1,54,1,7,1,60,1,2,1,Accounting,US,42,42,38
3,1,2,2,24,1,10,1,10,1,1,4,civil engineering,MY,28,23,28
4,3,2,2,31,1,10,1,20,2,1,2,Pharmacy,QA,17,17,18
2,2,1,2,19,1,10,1,10,2,1,3,,MY,33,29,35
3,2,2,1,19,2,1,1,60,1,1,4,architecture,US,39,28,36
4,3,2,2,22,1,10,2,10,1,1,3,Civil e,MY,52,48,51
2,2,1,2,19,1,4,5,70,1,1,4,,US,32,23,25
3,3,2,2,22,1,10,1,10,2,1,4,Accountancy,MY,37,38,38
4,3,2,1,29,1,4,1,10,1,1,2,MBA,ID,21,18,19
3,1,2,2,20,1,10,1,10,2,1,7,Accounting,MY,32,26,33
2,3,2,2,18,1,10,1,10,2,1,0,,MY,39,25,31
2,1,2,2,19,1,10,5,10,2,1,3,,MY,52,49,47
2,3,1,2,45,1,1,1,60,2,2,2,,IE,26,23,28
3,2,1,1,21,2,1,1,60,2,1,1,General Studies,US,16,14,16
2,2,2,1,18,1,7,3,60,2,1,2,,US,40,37,42
4,3,2,2,40,1,6,5,10,2,1,5,english,IN,48,44,51
3,3,3,2,22,1,10,1,10,1,1,3,Nuclear Engineering,MY,39,34,43
3,2,2,2,23,1,10,1,10,2,1,3,Political Science ,MY,37,28,33
1,3,2,2,18,2,6,1,60,1,1,3,,SK,35,30,35
2,2,1,2,20,1,2,2,60,1,1,2,,DE,36,31,37
3,3,1,1,51,1,7,1,60,1,2,7,liberal arts,US,27,24,25
3,1,2,2,20,1,10,1,10,2,1,3,Office Management,MY,24,20,25
3,1,1,2,21,2,10,1,10,2,1,4,Science,MY,22,17,22
