education,urban,gender,engnat,age,hand,religion,orientation,race,voted,married,familysize,major,country,depression_total_score,anxiety_total_score,stress_total_score
4,4,1,2,26,1,10,5,10,1,2,3,engineering,MY,35,34,32
1,3,1,1,16,2,7,1,30,2,1,2,,US,27,24,22
4,1,2,2,24,1,10,3,10,1,1,4,Psychology,MY,22,20,19
4,3,2,2,27,1,10,1,70,1,1,3,Culinary Arts,MY,27,25,26
2,2,1,2,25,1,10,1,70,2,1,2,,US,31,32,39
3,2,2,2,21,1,10,5,10,2,1,6,science computer,MY,51,47,55
3,2,1,2,21,1,10,5,10,2,1,3,English language education ,MY,40,33,34
3,1,2,2,22,1,10,1,10,2,1,4,social science,MY,25,27,27
3,1,2,2,41,1,10,5,10,2,2,5,Broadcasting,MY,43,36,38
4,2,2,2,42,2,2,1,60,2,2,1,International relations,GB,18,18,19
4,2,2,1,37,1,10,1,10,1,2,4,,MY,28,23,29
3,1,2,2,20,1,4,1,10,2,1,2,Marketing,CA,37,26,34
3,3,2,2,18,1,10,5,10,2,1,5,Law,MY,33,27,23
3,3,2,2,21,1,10,5,10,1,1,5,,MY,36,26,40
1,2,1,1,16,1,4,1,60,2,1,2,,US,28,23,22
3,3,2,2,18,1,6,1,30,2,1,2,business administration,NONE,35,22,32
3,3,2,1,34,1,10,1,70,2,2,4,Information Technology ,MY,28,24,27
3,3,2,2,23,1,10,1,10,1,1,5,Microbiology ,MY,19,18,19
3,1,2,2,19,1,7,5,70,2,1,4,,PH,32,25,35
4,3,2,2,23,1,6,1,10,0,1,4,Economic Management,ID,43,39,39
1,2,1,1,17,1,6,1,60,2,1,2,,CA,53,48,51
3,3,2,1,20,1,10,2,20,2,1,4,Dentistry ,EG,36,40,43
3,3,2,2,29,1,10,4,70,2,1,3,Computer science ,MY,40,44,35
3,2,2,2,21,1,10,5,10,2,1,5,Biology,MY,21,24,23
3,3,2,2,20,1,10,4,10,2,1,6,Safety and health,MY,37,33,35
3,3,2,1,20,1,4,3,60,2,1,2,Currently psychology and neuroscience,US,37,38,36
3,2,2,1,22,1,10,5,10,2,1,4,Civil engineering ,MY,47,45,53
3,2,1,2,23,1,10,1,10,2,1,4,Architecture,MY,30,33,28
1,2,2,1,13,1,2,4,70,2,1,2,,US,31,34,37
3,3,2,2,19,1,10,2,10,2,1,4,Psychology,MY,44,37,43
2,3,2,1,29,1,12,1,60,2,1,5,,CA,33,36,36
3,2,2,1,40,1,1,2,60,2,1,2,english,US,21,20,20
3,1,2,2,19,1,10,5,70,2,1,4,office management,MY,30,22,32
3,2,2,1,18,1,7,1,60,1,1,2,Sociology,US,31,33,31
1,1,2,1,15,1,12,2,10,0,1,3,,MY,54,51,54
3,3,2,2,19,2,3,2,10,2,1,5,Accounting,MY,34,29,33
3,1,2,1,45,1,2,1,60,1,1,2,psychology,CA,22,20,25
3,1,2,2,24,1,10,1,10,1,1,5,Tourism ,MY,45,37,45
3,1,2,1,56,1,6,1,60,2,2,5,Psychology,CA,26,20,27
4,2,1,1,41,1,10,3,70,1,1,4,psychology,GB,27,28,23
1,3,2,2,19,3,10,5,10,2,1,4,,MY,19,24,25
3,2,2,2,21,1,10,1,10,2,1,6,information system,MY,36,25,34
2,3,2,2,15,1,1,1,60,2,1,3,,CL,40,49,43
3,2,1,2,22,1,2,1,60,1,1,3,&#304;lahiyat,TR,28,21,27
3,3,1,2,26,1,10,5,10,2,1,2,Pharmacy,IT,49,37,46
3,2,1,2,19,2,10,1,10,2,1,3,Culinary ,MY,50,50,47
3,3,2,2,19,1,4,1,10,2,1,2,Psychology,ID,39,40,48
3,3,2,2,21,1,10,1,10,2,1,6,Computer security,MY,31,32,39
4,3,1,2,27,1,10,1,10,1,1,6,Sociology and anthropology,MY,48,48,51
3,3,1,2,28,1,10,1,10,2,1,3,Psychology,MY,35,26,44
3,3,2,2,32,1,4,1,10,1,2,4,psychology,PH,26,25,24
3,2,1,2,27,1,10,2,10,2,1,7,English as a Second Language,MY,26,22,28
4,2,2,2,30,1,6,1,60,1,2,3,BIOMEDICAL SCIENCES,MA,29,27,26
3,3,2,2,19,1,10,1,10,2,1,3,Office Management ,MY,38,35,42
3,3,2,1,35,1,4,1,10,2,1,3,Computer engineering ,AE,18,14,15
3,2,2,2,22,2,10,5,10,2,1,4,Engineering,MY,47,38,38
3,2,2,2,24,1,1,1,70,2,3,3,Arte,EC,24,20,19
3,2,2,1,36,1,1,5,70,1,2,2,Paralegal studies,US,53,49,51
3,3,2,2,22,1,4,1,70,2,1,1,sociology ,CA,33,26,32
3,3,2,2,15,1,10,1,10,2,1,6,Psychology,MY,32,28,31
2,2,2,1,57,2,7,1,60,2,3,5,,US,42,37,37
3,2,1,2,22,2,10,1,10,2,1,1,Sciences,MY,38,40,44
3,3,2,1,36,1,7,1,60,2,3,1,Liberal Arts,US,35,36,31
3,2,2,2,22,1,10,1,10,2,1,4,accounting,MY,24,24,29
2,3,1,2,19,1,12,1,70,2,1,4,,US,40,37,33
3,3,2,2,29,1,10,5,10,1,1,6,civil engineering,MY,32,28,28
3,2,1,2,20,1,10,4,10,2,1,2,Electronic Engineering ,MY,40,38,46
3,3,2,2,36,1,10,1,10,1,1,3,,MY,53,52,53
2,2,2,1,18,1,1,1,60,2,1,2,,US,23,17,21
1,2,2,1,16,1,7,2,60,2,1,1,,US,42,56,53
1,3,2,1,14,1,2,4,10,2,1,5,,CA,53,51,52
2,2,2,2,15,1,6,1,10,2,1,1,,PH,29,26,24
4,3,2,2,50,1,6,1,10,2,1,2,Multimedia,HK,20,15,21
3,1,2,2,20,1,10,1,10,2,1,6,Mathematics,MY,39,31,39
1,2,1,1,18,1,2,4,60,2,1,4,,US,37,37,34
1,3,2,2,15,1,2,1,60,2,1,2,,DE,54,50,52
3,2,2,2,30,1,10,1,10,2,1,4,Architecture ,MY,47,38,51
3,3,2,2,18,1,10,2,10,2,1,3,Accounting,MY,30,21,31
2,3,1,1,20,2,1,1,30,2,1,3,,US,42,45,39
3,3,2,1,28,1,6,1,70,2,1,4,Management,MY,22,19,21
2,3,2,2,17,1,6,2,60,2,1,2,,NL,47,40,41
3,2,2,2,20,2,10,1,10,2,1,4,health sciences,MY,42,39,46
3,3,2,2,20,1,10,4,10,2,1,3,aquaculture,MY,52,50,49
2,3,1,2,20,1,2,1,60,1,1,3,,HU,33,34,41
4,2,2,2,28,1,10,5,10,2,2,4,Finance,MY,38,37,37
3,1,2,2,22,1,10,3,10,2,1,4,Statistics,MY,50,51,50
3,2,2,2,22,3,10,1,10,1,1,4,Law,MY,37,35,37
2,3,1,2,16,1,10,1,10,2,1,2,,PK,35,38,37
2,2,1,1,36,1,7,1,60,1,1,4,,US,24,23,24
1,1,1,1,17,1,2,1,60,0,1,2,,GB,38,34,32
3,1,1,1,24,2,1,1,60,2,1,3,Health Science Studies,US,24,20,25
1,1,2,1,16,1,1,2,60,2,1,3,,GB,41,42,45
2,3,2,2,15,1,10,1,10,2,1,3,,MY,39,38,40
4,3,2,1,32,2,10,5,10,2,2,7,Business,MY,28,27,27
4,1,1,2,27,1,8,1,10,1,1,2,biology,IN,24,21,20
3,2,2,2,27,1,10,1,10,1,1,3,Law,MY,42,43,45
3,3,2,1,20,1,10,1,10,2,1,4,Arts,MY,34,36,34
3,3,2,2,22,1,10,1,70,2,1,3,Business,MY,14,17,16
3,1,2,1,30,1,10,5,10,2,2,10,desktop publishing,MY,23,24,22
3,4,2,2,20,1,10,5,10,2,1,5,Programming,MY,35,32,32
3,2,2,2,22,1,10,1,10,1,1,4,Early Childhood Education,MY,23,18,28
4,3,1,2,41,1,8,1,10,1,2,3,Computer Science,NONE,26,24,31
3,1,2,2,21,1,10,1,10,2,1,4,english ,MY,40,40,40
1,3,2,2,17,1,3,2,10,2,1,3,,IT,48,41,50
4,3,2,2,26,1,10,1,10,2,1,2,Electronic engineering,MY,51,51,51
3,3,1,2,19,1,10,1,20,2,1,3,english,DZ,38,36,39
3,2,3,2,21,1,2,4,60,1,1,1,Psychology ,FR,44,45,48
3,2,1,1,15,1,1,2,60,2,1,2,"psychology, pharmacology, art, creative writi",US,41,38,37
2,3,2,2,16,1,10,2,10,2,1,2,,MY,50,42,48
3,3,2,1,35,1,10,5,10,1,1,7, law,MY,48,46,51
3,2,1,1,18,1,10,1,10,2,1,3,Electrical engineering ,MY,32,32,31
3,3,2,2,19,1,10,5,10,2,1,4,mechanical engineering,MY,30,21,24
1,2,2,1,17,1,7,1,60,2,1,2,,US,38,40,39
3,2,2,1,60,1,12,1,60,1,3,4,psychology,US,26,24,26
3,2,1,2,28,1,7,1,60,1,1,3,aviation,MT,18,17,20
2,3,2,1,15,1,6,1,30,2,1,2,,US,44,34,40
1,2,1,1,15,1,4,3,60,2,1,3,,US,33,37,38
3,3,2,2,19,1,10,4,10,2,1,2,english ,MY,22,20,17
3,3,2,2,33,1,10,5,10,2,1,4,design,MY,25,25,24
1,1,2,1,15,1,3,2,60,2,1,4,,GB,56,54,56
2,3,1,2,16,1,1,3,70,2,1,2,,MX,32,31,36
3,3,1,1,23,1,10,1,10,2,1,3,Occupational Safety and Health,JP,34,28,28
3,3,2,2,27,2,10,1,10,1,1,5,Dental,MY,41,39,38
2,2,2,1,23,2,2,1,60,2,2,3,,AU,41,37,39
2,3,2,2,17,1,10,2,70,2,1,3,,MY,47,45,42
2,2,2,2,15,2,10,1,10,2,1,3,,MY,39,38,45
3,1,2,2,19,1,4,1,10,2,1,5,Biology in Education,MY,33,25,24
3,2,1,2,21,1,10,4,10,2,1,4,Politic,MY,52,41,50
3,2,2,2,19,1,4,1,10,2,1,2,Medical technology,PH,44,43,49
3,3,2,2,14,1,4,1,10,2,1,4,Psychology ,MY,39,41,43
2,3,2,1,23,3,2,1,60,2,1,5,,US,26,23,28
3,1,2,1,21,1,10,5,10,2,1,6,Computer Science,MY,27,26,28
3,2,2,1,26,1,6,1,60,2,1,3,psychology,US,20,18,20
3,1,2,1,19,1,10,1,10,2,1,3,Management,MY,36,33,30
3,1,2,2,21,1,10,2,10,2,1,4,English,MY,54,49,54
2,3,2,2,36,1,4,1,10,1,2,3,,CA,30,21,28
3,3,2,2,26,1,1,1,60,2,1,3,Archaeology ,DE,32,24,30
3,2,1,2,19,1,1,1,60,2,1,2,Computation,AR,26,22,29
4,1,2,2,41,1,10,1,10,1,1,6,civil engineering,MY,17,14,18
3,1,2,2,20,1,10,5,10,2,3,5,psychology,MY,41,36,42
3,3,2,1,27,1,6,1,10,2,1,2,psychology,SG,46,41,39
1,2,2,2,15,1,4,1,10,2,1,1,,US,22,20,21
3,3,2,2,32,1,10,1,10,1,2,3,Health science,MY,40,34,35
2,3,2,2,34,1,12,5,10,2,2,4,,MY,56,50,47
3,1,2,2,23,1,10,1,10,2,1,4,Engineering Technology,MY,43,48,46
4,2,1,1,26,1,1,1,60,1,1,3,Physics and Computer Science,ZA,31,31,31
2,3,2,1,19,1,10,3,10,2,1,5,,MY,30,29,27
3,3,2,1,20,2,10,1,10,2,1,3,Accounting ,MY,39,39,43
2,2,1,2,30,1,12,1,60,2,1,5,,BR,18,31,24
3,1,1,2,25,1,10,3,10,2,1,5,Mechanical engineering,MY,32,29,38
3,3,2,2,21,1,10,1,10,2,1,6,mathematics,MY,20,23,23
4,3,2,1,39,1,6,1,60,2,1,2,Maths,GB,47,39,39
2,2,1,2,15,2,7,1,60,2,1,2,,CH,35,29,33
4,2,1,2,33,1,8,1,10,1,2,3,Science ,IN,42,37,46
3,2,2,1,16,1,7,2,60,2,1,2,engineering,US,45,39,42
2,3,2,2,18,1,10,1,10,2,1,4,,MY,29,26,27
3,1,2,2,22,1,1,1,60,1,1,2,,FR,52,45,54
1,2,2,1,15,2,1,3,60,2,1,2,,CA,27,28,29
2,1,2,1,52,1,7,1,60,2,1,2,,US,36,30,32
4,3,2,2,24,1,10,5,10,1,1,2,Communication,ID,29,29,33
3,1,2,2,22,1,10,5,10,2,1,8,Management,MY,47,48,49
2,3,2,2,20,1,10,1,10,2,1,2,,MY,34,39,36
2,2,2,1,17,3,7,2,60,2,1,5,,US,44,42,46
3,3,1,1,19,1,1,1,70,2,1,3,Art Studio,US,36,32,36
3,3,2,2,20,1,10,5,10,2,1,4,Engineering,MY,28,23,31
3,2,2,2,25,1,4,1,10,2,1,3,Civil engineering,MY,52,50,49
4,3,2,1,25,1,10,1,10,2,2,5,admin,MY,22,20,19
3,1,2,2,23,1,10,1,10,1,1,5,Medical,MY,17,14,19
4,3,2,1,40,1,12,1,60,2,3,1,Psychology,US,20,21,21
2,1,1,2,20,1,2,1,70,2,1,1,,MX,15,16,18
4,2,2,2,22,1,10,5,10,1,1,3,Banking,MY,33,30,35
2,2,1,1,16,1,1,1,60,2,1,2,,GB,17,18,17
3,3,2,2,18,1,2,1,70,2,1,4,psychology,PE,23,17,23
4,2,1,2,25,1,10,3,10,1,1,4,English,MY,16,15,14
3,2,1,2,23,1,10,1,70,2,1,5,construction,MY,26,24,25
3,3,2,2,21,2,10,1,10,2,1,5,International Business ,MY,50,50,51
3,3,2,2,19,1,10,1,10,2,1,3,Accounting,MY,44,44,45
3,3,2,1,16,1,7,1,60,2,1,2,none,AU,29,24,23
3,3,2,2,20,1,10,1,70,2,1,0,accounting,MY,28,24,22
3,3,2,2,22,1,10,1,10,1,1,7,Civil engineering,MY,17,14,18
4,3,2,1,26,1,10,1,10,2,1,2,Information technology,MY,38,36,29
3,3,1,2,22,1,10,1,10,2,1,2,Design,MY,17,15,25
2,3,2,2,17,1,10,1,10,2,1,1,,MY,47,48,48
4,3,2,2,25,1,10,5,10,2,1,3,Tourism planning and hospitality management,MY,20,16,17
4,3,2,2,25,1,10,4,10,1,1,5,HR,MY,34,28,30
1,1,1,1,16,1,1,1,60,2,1,4,,GB,36,34,30
3,3,2,2,14,1,10,2,10,2,1,3,Language,MY,46,47,47
3,3,2,2,22,1,10,5,10,2,1,3,Accounting,MY,18,19,17
2,1,1,2,21,1,7,3,60,1,1,2,,MK,38,35,44
3,3,2,2,18,1,10,1,10,2,1,3,Mathematics,MY,29,28,34
2,3,2,2,17,1,12,1,10,2,1,3,,MY,34,41,42
3,3,2,2,23,1,10,1,10,2,1,4,Medical lab technology ,MY,18,16,18
3,3,2,2,28,1,4,1,10,1,1,4,Business Administration,PH,31,29,38
3,2,2,1,21,1,10,1,10,2,1,3,Computer science,MY,31,31,31
4,2,2,2,32,1,10,1,10,1,1,6,Electrical engineering,MY,24,25,22
3,1,1,1,28,1,7,3,30,1,2,8,Ciclvil,ZA,14,14,14
3,1,1,2,22,1,2,3,10,2,1,4,Biology,PH,47,48,48
3,2,2,1,25,1,10,4,10,1,2,6,Business,MY,56,56,56
2,2,2,1,28,1,1,3,60,2,1,3,,US,35,30,34
1,2,2,1,14,1,2,5,60,2,1,1,,US,46,45,46
3,2,2,1,22,1,4,5,10,1,1,3,International studies,US,45,44,42
3,3,1,2,21,1,10,5,70,2,1,4,Electrical engineering,MY,29,24,27
2,2,2,2,19,1,10,5,10,2,1,5,,MY,40,38,40
3,3,2,1,22,1,10,1,10,2,1,4,English,MY,39,40,39
3,3,2,1,27,1,2,1,10,1,1,2,Communication Studies,US,27,23,23
3,3,2,2,28,1,10,1,70,1,1,6,early education,MY,38,35,34
3,2,1,2,20,1,10,5,10,2,1,3,Pure science,MY,25,25,27
3,3,2,2,19,1,10,1,10,2,1,2,health science,MY,32,26,33
3,1,2,2,19,1,10,1,10,2,1,2,Medicine,MY,24,18,16
3,2,1,2,20,1,10,1,10,2,1,3,Aircraft engineering,MY,28,24,26
1,1,2,1,17,1,1,2,60,2,1,2,,US,29,26,30
3,3,2,2,41,1,10,1,70,1,2,4,engineering,MY,20,17,16
3,4,2,1,22,1,8,1,70,2,1,2,Commerce,CA,26,22,25
3,2,2,1,50,1,7,1,60,2,2,2,nursing,US,16,15,19
3,2,1,2,23,1,10,1,70,2,1,5,Mechanical Enginering,AU,43,44,42
3,1,2,2,21,1,10,1,10,2,1,4,Real estate valuatiob,MY,33,26,30
3,2,1,1,22,1,2,5,60,1,1,2,Psychology,US,37,34,32
4,2,2,1,24,2,1,1,60,1,1,1,Arts for Health and Wellbeing ,GB,36,29,35
3,2,1,1,28,1,2,1,60,1,2,2,Business,US,36,30,31
2,2,2,1,32,2,5,1,60,1,3,2,,US,43,35,39
2,1,1,1,20,1,10,5,60,1,1,9,,MY,27,25,31
2,2,2,2,13,3,10,4,10,2,1,4,,MY,43,42,43
3,2,2,1,22,1,10,1,70,2,1,6,English,MY,47,42,42
3,1,1,2,18,2,10,1,70,2,1,0,Psychology,MY,41,45,44
1,3,2,1,13,1,2,3,60,2,1,3,,US,39,34,34
1,2,2,2,16,1,10,1,10,2,1,4,,MY,31,31,33
1,2,1,2,17,1,10,1,10,2,1,3,,MY,25,23,28
2,3,2,1,16,1,12,1,70,2,1,5,,US,35,34,39
3,1,2,2,22,1,10,1,10,1,1,3,English,ID,29,31,32
3,1,2,1,23,2,10,1,10,1,1,5,Education ,MY,27,28,27
2,1,2,1,27,1,12,2,60,2,2,2,,US,41,35,38
3,2,1,1,38,1,11,1,70,2,2,2,Anthropology,US,30,30,30
2,3,2,2,18,1,4,1,10,2,1,2,,NONE,42,33,34
3,1,2,1,24,1,10,5,10,2,1,8,Diploma in Hotel and Catering,MY,42,32,37
4,2,1,2,32,1,1,1,60,1,1,3,pharmacy,BR,18,15,18
4,3,2,2,24,1,10,3,10,1,1,4,Chemistry ,MY,38,37,41
3,2,2,1,18,1,4,1,30,2,1,2,Pre-Medicine,US,30,25,26
4,3,1,1,22,1,10,1,20,2,1,4,biology,US,44,47,43
2,3,2,0,25,1,10,5,10,1,1,0,,MY,29,30,30
3,1,2,2,20,1,10,5,10,2,1,3,mechatronic engineering,MY,33,29,31
3,2,2,1,19,1,10,5,10,2,1,5,Masscommumication,MY,39,46,48
1,3,1,2,16,1,2,1,60,2,1,1,,UA,29,20,32
3,3,2,2,15,1,10,4,10,2,1,5,Photograph,MY,55,52,56
3,2,1,2,26,1,10,4,10,1,1,2,Management,MY,50,55,56
3,3,2,1,19,1,2,1,60,1,1,1,Biology,US,45,40,44
3,1,2,2,20,1,10,5,70,2,1,9,Arts,MY,30,28,28
4,3,1,2,28,1,10,1,60,1,1,7,Accounting and finance,MY,38,36,42
1,3,1,1,14,1,2,2,60,2,1,2,,CA,45,41,42
4,2,2,2,23,1,10,2,10,1,1,5,Agriculture,MY,32,27,28
4,3,1,2,31,2,2,1,20,2,1,4,Medicine,EG,30,30,34
2,3,2,2,18,1,10,1,10,2,1,4,,MY,31,32,30
3,3,2,2,19,1,10,1,10,2,1,3,Business ,MY,28,23,22
1,3,1,1,13,3,1,3,60,2,1,2,,US,24,29,31
1,1,2,1,16,1,7,4,60,2,1,5,,US,42,43,48
2,1,1,2,18,1,10,1,10,2,1,3,,MY,20,20,26
3,2,2,2,22,1,10,1,10,2,1,3,Laws,MY,27,24,25
2,3,1,1,18,1,1,1,60,2,1,1,,US,27,35,33
1,2,2,2,15,1,7,1,60,2,1,1,,DE,56,56,54
3,1,2,1,24,1,7,1,60,1,2,1,math,US,30,33,28
2,3,2,1,21,1,10,1,10,2,1,2,,MY,31,27,33
3,3,2,1,20,1,10,5,10,2,1,6,Psychology,MY,24,20,20
1,3,1,2,17,2,10,5,10,2,1,5,,MY,30,25,33
3,3,1,2,35,1,10,1,10,2,1,6,IT,MY,35,37,42
3,3,1,2,19,1,1,2,10,2,1,3,broadcast communication,PH,46,40,42
4,1,2,2,22,1,10,5,10,2,1,2,Business,MY,42,34,39
3,1,2,2,22,1,10,1,10,1,1,2,Engineering,MY,48,37,47
3,1,2,2,21,1,7,1,10,2,1,3,Conservation Biology ,MY,49,42,47
3,1,2,2,23,1,10,3,10,2,1,4,Law,MY,53,49,55
3,3,2,2,21,1,10,5,10,2,1,5,Engineering,MY,33,36,33
3,3,2,2,22,1,10,1,10,1,1,8,Hospitality,MY,52,54,55
3,3,1,2,22,1,3,1,10,1,1,3,architecture,MY,39,30,35
3,3,2,2,23,1,4,1,10,1,1,2,social science,PH,46,38,42
2,2,2,1,17,1,2,2,60,2,1,4,,GB,39,45,41
3,1,2,2,22,1,10,1,10,2,1,4,Multimedia,MY,46,46,42
3,1,2,1,24,1,3,1,10,2,1,2,psychology,MY,30,22,27
3,1,2,2,22,1,10,1,10,2,1,6,Dentistry,MY,47,50,49
2,1,2,1,26,1,12,1,70,2,1,2,,GB,36,31,38
2,2,1,1,21,2,1,1,60,1,1,2,,US,35,36,31
2,3,2,2,23,1,2,2,60,1,1,2,,AR,33,27,32
4,2,1,2,36,1,10,5,10,1,1,3,Art,MY,28,25,26
3,3,2,2,20,2,10,1,10,2,1,4,Marketing,MY,15,18,17
3,2,1,2,26,1,10,1,10,1,1,3,economics,MY,25,21,20
3,2,2,2,26,1,10,1,10,1,1,2,Accounting,ID,35,30,37
2,1,2,1,17,1,10,4,10,2,1,4,,MY,50,49,50
4,2,2,1,25,1,10,1,10,2,1,7,Geospatial science,MY,33,37,36
1,2,1,1,16,1,1,1,10,2,1,2,,US,23,21,23
4,2,2,2,32,1,10,5,70,2,2,5,,MY,40,46,46
2,3,2,2,18,1,10,5,10,2,1,0,,BN,40,40,42
3,1,2,2,40,1,4,1,60,1,3,2,,DE,20,19,19
3,2,2,2,23,1,10,5,10,1,1,4,Printing Technology,MY,31,31,34
2,3,2,1,23,1,7,2,60,2,2,3,,US,45,38,45
3,4,2,2,30,1,6,1,10,1,2,3,engineering,MY,16,18,17
3,1,2,2,23,1,10,1,10,2,1,4,Physics,MY,40,39,40
2,2,2,2,19,1,10,1,10,2,1,3,,MY,33,31,32
3,3,2,2,15,0,10,1,10,2,1,3,english,MY,25,22,23
3,1,2,2,19,1,12,4,60,1,1,2,Aesthetic,CZ,49,50,49
3,3,2,1,20,1,2,5,60,1,1,1,Philosophy and Linguistics,GB,45,42,48
3,2,1,2,27,1,10,1,10,1,1,2,mechanical engineering,MY,30,28,29
1,2,2,2,16,1,10,1,10,2,1,8,,US,27,20,25
3,1,2,2,22,1,3,1,10,2,1,4,Health science,MY,21,20,27
3,2,1,2,21,1,10,1,10,2,1,3,mechanical engineering ,MY,30,23,30
3,2,2,2,20,1,10,4,10,2,1,9,Law,MY,39,29,35
3,3,2,1,43,1,12,1,60,2,1,3,accounting,AU,26,26,25
4,1,2,2,22,1,10,1,10,2,1,5,Biotechnology,MY,21,24,24
4,2,2,2,26,1,10,1,10,1,1,3,Human resource,MY,36,33,37
3,1,2,1,24,1,4,1,10,1,1,4,financial economics,MY,23,23,24
3,2,2,2,22,1,10,4,10,2,1,0,Education :majoring in History,MY,45,45,48
2,1,1,2,15,1,2,2,60,2,1,2,,IE,51,49,48
1,3,2,1,14,1,12,1,70,2,1,3,,US,52,48,51
3,2,2,1,24,1,1,2,60,1,1,3,Musical Theatre,NZ,43,45,45
4,3,2,2,36,1,10,5,10,2,2,5,admin,MY,21,17,15
2,3,1,1,31,1,4,1,60,2,2,3,,US,36,39,38
3,3,2,1,31,1,1,1,60,2,1,2,Nursing,AU,40,37,46
3,1,1,2,28,1,4,1,10,1,2,2,Computer science,IN,50,45,47
3,2,2,2,32,1,10,1,10,1,1,3,Economics,MY,34,29,32
2,3,2,2,22,1,4,5,70,2,1,4,,MY,49,42,47
3,1,2,1,16,1,10,5,10,2,1,3,-,MY,50,49,46
3,3,1,1,22,2,12,1,50,1,1,2,Mechanical Engineering,CA,14,15,14
2,2,1,1,23,1,5,1,60,2,1,3,,US,50,45,47
3,3,2,1,22,1,12,1,60,2,1,3,Sociology ,US,25,18,27
3,3,2,2,22,1,10,1,70,2,1,5,Biology ,MY,24,16,15
3,3,2,2,51,1,1,3,60,1,2,0,law,IT,30,26,32
1,1,2,2,14,1,10,2,10,2,1,3,,NONE,46,44,47
3,2,2,2,26,1,10,5,10,1,1,5,Law,MY,31,26,25
4,3,2,2,23,1,10,1,10,2,1,5,Science ,MY,31,33,33
3,2,2,2,20,1,10,1,10,2,1,1,IT,BN,43,46,46
3,2,2,2,33,1,10,1,10,1,2,5,Media Comm,MY,18,21,21
2,2,1,2,18,1,4,1,70,2,1,2,,MX,41,46,40
3,3,2,2,16,1,10,1,10,2,1,2,media,NZ,44,36,38
3,3,2,2,22,2,2,5,10,1,1,1,Forensic Science ,MY,24,25,28
3,2,2,2,24,1,10,1,10,1,1,5,law,MY,37,42,38
4,1,1,2,28,1,7,4,30,1,1,5,psychiatry,ET,42,42,42
3,1,2,2,19,1,10,1,10,2,1,3,Accounting,MY,47,43,47
3,3,2,2,24,1,10,1,20,2,1,3,computer programming ,GB,26,31,31
2,1,2,2,19,2,10,5,10,2,1,5,,MY,19,19,22
3,3,2,2,23,1,10,1,10,2,1,3,Architecture,MY,40,39,40
3,1,2,2,24,1,10,1,10,1,1,4,English,MY,19,22,25
3,3,2,2,22,1,10,1,10,2,1,6,Counseling ,MY,23,21,23
3,1,1,2,19,1,10,1,10,2,1,4,engineering,MY,31,24,31
3,3,1,2,22,1,10,1,10,2,1,3,Chemical engineering ,MY,28,31,34
3,3,2,1,16,1,12,1,30,2,1,1,Music,US,39,34,35
3,3,2,2,22,1,10,1,10,2,1,2,MATHEMATICS,MY,35,30,39
2,2,2,1,19,1,1,4,60,2,1,3,,US,37,40,38
3,1,2,2,21,1,2,4,60,1,1,1,Literature ,FR,37,33,36
3,2,2,2,25,1,10,1,10,2,1,3,Law,MY,33,29,32
3,1,1,2,20,1,1,1,60,1,1,1,Economic administration,FR,24,21,23
3,2,2,2,21,1,10,1,10,2,1,5,Civil engineering ,JP,32,21,22
3,3,2,2,24,1,10,5,70,1,1,4,Actuarial science,MY,43,34,41
3,1,2,1,21,1,12,1,60,2,2,4,Mortuary science ,US,44,37,38
3,3,2,2,20,1,10,5,10,2,1,6,IT,MY,29,31,37
3,1,2,2,20,1,10,5,10,2,1,6,Science,NONE,37,37,37
3,1,2,2,29,1,10,5,70,1,1,0,,MY,31,27,31
3,1,2,2,18,1,10,1,70,2,1,5,Science,MY,23,24,27
3,2,2,2,21,1,10,1,10,2,1,3,Law,BN,39,33,30
3,1,2,1,18,1,1,1,60,2,1,3,Unknown,US,36,43,43
4,2,1,2,34,2,3,1,10,1,1,3,,CH,32,25,40
3,2,2,1,23,1,6,1,10,2,1,2,,PH,23,20,20
4,3,2,1,26,2,10,2,10,1,1,0,chemical engineering,MY,22,20,17
3,3,1,1,19,1,1,1,70,2,1,3,english,US,45,40,40
4,1,2,2,24,1,10,1,10,1,1,12,Science computer,MY,48,44,46
3,3,1,2,19,1,10,1,20,2,1,4,Accountancy ,MY,40,33,38
2,3,2,1,17,1,2,2,60,2,1,4,,GB,42,43,36
3,2,1,2,21,1,10,1,10,1,1,3,TESL,MY,38,45,43
3,1,2,2,28,1,10,1,70,1,1,7,Education,MY,31,27,31
3,2,2,1,18,1,10,1,10,2,1,3,english,MY,38,42,42
2,3,2,2,26,1,10,1,10,2,2,4,,MY,46,41,41
3,3,1,1,19,1,10,5,10,1,1,7,Aviation management,MY,28,27,28
3,3,2,2,18,2,10,1,10,2,1,4,Actuarial Science,MY,36,27,38
1,3,2,1,17,1,2,1,60,2,1,2,,US,40,40,38
3,3,2,2,23,1,10,1,10,1,1,5,Electronic engineering,MY,25,22,24
3,3,2,2,24,2,10,1,10,2,1,2,Media communication,MY,39,36,40
3,2,2,2,21,1,10,1,10,2,1,4,Actuarial Science,MY,40,36,30
3,1,2,2,21,1,4,1,10,2,1,5,engineering tecnology,MY,42,36,40
3,1,1,1,20,1,10,2,10,2,1,2,Engineering ,MY,19,18,19
3,2,2,2,23,1,10,1,10,2,1,7,psychology,MY,26,24,25
2,3,2,2,17,1,4,5,10,2,1,2,,ID,29,23,26
